Title,Link
PhpFox.Core.Redirect.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/54712
Fortra.GoAnywhere.MFT.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54614
Vinchin.Backup.Recovery.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/54532
F5.BIG-IP.TMUI.AJP.Smuggling.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54324
Ivanti.Sentry.MICS.Portal.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/53592
